epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,227.143,1.08212,0.82142,1.04902,0.78785,0.74015,0.83241,0.56212,1.14071,0.75198,1.06958,6.60003e-05,6.60003e-05,6.60003e-05
70,229.945,1.00872,0.81246,1.05161,0.7421,0.7836,0.82555,0.56014,1.15153,0.75036,1.07494,6.55003e-05,6.55003e-05,6.55003e-05
71,232.847,1.07151,0.78733,1.04844,0.75046,0.77794,0.81649,0.54577,1.15154,0.752,1.07629,6.50004e-05,6.50004e-05,6.50004e-05
72,236.693,1.0891,0.81666,1.08682,0.83339,0.71391,0.82738,0.55944,1.15085,0.74949,1.07526,6.45004e-05,6.45004e-05,6.45004e-05
73,239.732,1.05319,0.79889,1.04276,0.89199,0.72829,0.83161,0.56348,1.15995,0.74332,1.08159,6.40004e-05,6.40004e-05,6.40004e-05
74,242.561,1.10028,0.82176,1.05602,0.87809,0.73235,0.85143,0.56473,1.16578,0.74365,1.08307,6.35004e-05,6.35004e-05,6.35004e-05
75,245.343,1.12164,0.82622,1.05908,0.76979,0.82289,0.85136,0.56456,1.14669,0.73702,1.07077,6.30004e-05,6.30004e-05,6.30004e-05
76,248.763,1.02702,0.759,1.02843,0.76158,0.76197,0.80952,0.54918,1.14809,0.75019,1.06741,6.25004e-05,6.25004e-05,6.25004e-05
77,252.106,1.04709,0.75831,1.02879,0.72268,0.80106,0.81445,0.53327,1.1573,0.76483,1.07621,6.20004e-05,6.20004e-05,6.20004e-05
78,254.963,1.07611,0.785,1.06385,0.7161,0.79754,0.83155,0.54581,1.13833,0.75163,1.06785,6.15004e-05,6.15004e-05,6.15004e-05
79,257.674,1.05891,0.78859,1.06111,0.70878,0.87606,0.84051,0.56242,1.13328,0.73838,1.06979,6.10004e-05,6.10004e-05,6.10004e-05
80,260.374,1.0571,0.75021,1.03533,0.73141,0.83822,0.84972,0.5673,1.14562,0.73028,1.0783,6.05004e-05,6.05004e-05,6.05004e-05
81,264.377,1.06694,0.77438,1.03496,0.75928,0.82737,0.85719,0.56861,1.14304,0.73454,1.07664,6.00004e-05,6.00004e-05,6.00004e-05
82,267.634,1.04611,0.78052,1.04983,0.78839,0.80247,0.8692,0.57234,1.13926,0.741,1.07584,5.95004e-05,5.95004e-05,5.95004e-05
83,270.4,0.99214,0.74391,1.01672,0.84486,0.70485,0.852,0.56377,1.14356,0.74795,1.08021,5.90004e-05,5.90004e-05,5.90004e-05
84,273.162,1.0683,0.7945,1.03847,0.84767,0.70057,0.85197,0.57381,1.13297,0.74451,1.07571,5.85004e-05,5.85004e-05,5.85004e-05
85,277.206,0.97981,0.76791,1.04898,0.76407,0.79789,0.86317,0.57829,1.13456,0.73965,1.07485,5.80004e-05,5.80004e-05,5.80004e-05
86,280.279,0.95758,0.73462,1.02885,0.76825,0.80815,0.86353,0.57266,1.14915,0.7386,1.08061,5.75004e-05,5.75004e-05,5.75004e-05
87,283.152,1.09866,0.83315,1.06623,0.76554,0.80711,0.8592,0.57868,1.15498,0.73154,1.08239,5.70004e-05,5.70004e-05,5.70004e-05
88,285.952,1.0371,0.76784,1.03526,0.72751,0.87606,0.85809,0.56741,1.15282,0.7264,1.07991,5.65004e-05,5.65004e-05,5.65004e-05
89,289.746,1.07944,0.76852,1.04097,0.7215,0.87958,0.85359,0.5555,1.15695,0.72934,1.08014,5.60004e-05,5.60004e-05,5.60004e-05
90,292.847,1.05776,0.74198,1.02325,0.73188,0.87606,0.85409,0.55518,1.16504,0.73216,1.08302,5.55004e-05,5.55004e-05,5.55004e-05
91,295.756,1.09264,0.79172,1.04681,0.73187,0.87268,0.85984,0.5612,1.17721,0.72418,1.08862,5.50005e-05,5.50005e-05,5.50005e-05
92,298.593,1.02506,0.78481,1.03577,0.74254,0.87254,0.85903,0.5604,1.17179,0.72829,1.0876,5.45005e-05,5.45005e-05,5.45005e-05
93,301.867,1.07394,0.8334,1.06489,0.76028,0.86549,0.8557,0.56499,1.15907,0.72662,1.08339,5.40005e-05,5.40005e-05,5.40005e-05
94,305.398,1.05828,0.79509,1.06484,0.80456,0.85493,0.86002,0.56788,1.15593,0.72809,1.0845,5.35005e-05,5.35005e-05,5.35005e-05
95,308.223,1.02356,0.75317,0.99966,0.79043,0.85685,0.86039,0.56359,1.15518,0.73058,1.08315,5.30005e-05,5.30005e-05,5.30005e-05
96,311.169,1.04824,0.77213,1.03539,0.8024,0.84967,0.8644,0.56475,1.15653,0.73714,1.08191,5.25005e-05,5.25005e-05,5.25005e-05
97,314.255,1.0327,0.7345,1.02281,0.83338,0.8435,0.8651,0.56357,1.15892,0.73751,1.08345,5.20005e-05,5.20005e-05,5.20005e-05
98,318.176,1.0453,0.77397,1.04973,0.8172,0.84437,0.867,0.56156,1.15743,0.72891,1.08138,5.15005e-05,5.15005e-05,5.15005e-05
99,320.966,1.03448,0.76457,1.02371,0.80112,0.84789,0.86576,0.56516,1.15302,0.72812,1.07962,5.10005e-05,5.10005e-05,5.10005e-05
100,323.797,1.05477,0.78664,1.048,0.81737,0.81937,0.86467,0.5671,1.15023,0.73324,1.07875,5.05005e-05,5.05005e-05,5.05005e-05
101,326.764,1.00882,0.76018,1.02302,0.79974,0.81726,0.86073,0.56737,1.14988,0.73767,1.07826,5.00005e-05,5.00005e-05,5.00005e-05
102,330.785,1.00086,0.74681,1.04298,0.82032,0.79892,0.85736,0.56272,1.15526,0.74673,1.08296,4.95005e-05,4.95005e-05,4.95005e-05
103,333.661,1.00419,0.75374,1.03255,0.79307,0.82993,0.86317,0.56894,1.16022,0.74739,1.08678,4.90005e-05,4.90005e-05,4.90005e-05
104,336.485,1.02915,0.73243,0.98844,0.81143,0.8332,0.867,0.56831,1.1649,0.74168,1.0889,4.85005e-05,4.85005e-05,4.85005e-05
105,339.381,0.98694,0.70675,1.00674,0.76305,0.81197,0.86077,0.56037,1.17238,0.73778,1.0931,4.80005e-05,4.80005e-05,4.80005e-05
106,342.972,1.02852,0.74536,1.01452,0.75398,0.78697,0.85443,0.54668,1.17586,0.7403,1.09448,4.75005e-05,4.75005e-05,4.75005e-05
107,346.519,0.9907,0.727,1.01898,0.75305,0.76662,0.84879,0.54565,1.17273,0.73726,1.09203,4.70005e-05,4.70005e-05,4.70005e-05
108,349.365,0.97792,0.73115,1.0293,0.78292,0.80987,0.8502,0.54444,1.16414,0.73128,1.08897,4.65005e-05,4.65005e-05,4.65005e-05
109,352.088,0.98323,0.74824,1.02592,0.77489,0.81901,0.85819,0.56018,1.15019,0.72523,1.08509,4.60005e-05,4.60005e-05,4.60005e-05
110,356.076,0.94166,0.70867,1.02853,0.74237,0.83963,0.8572,0.57238,1.14537,0.71722,1.08651,4.55005e-05,4.55005e-05,4.55005e-05
111,359.416,1.07054,0.76563,1.03971,0.74386,0.81663,0.85528,0.57149,1.14659,0.71985,1.08683,4.50006e-05,4.50006e-05,4.50006e-05
112,362.239,1.01611,0.74289,1.03924,0.74526,0.80845,0.84482,0.56824,1.14984,0.71952,1.08534,4.45006e-05,4.45006e-05,4.45006e-05
113,365.101,1.07359,0.8192,1.05856,0.75883,0.81197,0.86437,0.57816,1.14819,0.72,1.08141,4.40006e-05,4.40006e-05,4.40006e-05
114,368.264,1.00182,0.78455,1.03621,0.75915,0.81197,0.86384,0.57313,1.14275,0.71624,1.07285,4.35006e-05,4.35006e-05,4.35006e-05
115,372.175,1.0407,0.7508,1.00937,0.79335,0.79378,0.85686,0.56616,1.13766,0.71527,1.0667,4.30006e-05,4.30006e-05,4.30006e-05
116,374.976,0.9593,0.70921,1.01893,0.78079,0.78116,0.84513,0.54855,1.13932,0.71843,1.06641,4.25006e-05,4.25006e-05,4.25006e-05
117,377.736,1.03056,0.75205,1.00575,0.7813,0.78426,0.83932,0.55017,1.14251,0.71925,1.06833,4.20006e-05,4.20006e-05,4.20006e-05
118,380.56,0.98257,0.71648,0.99651,0.73153,0.86901,0.84264,0.55531,1.14543,0.71593,1.07093,4.15006e-05,4.15006e-05,4.15006e-05
119,385.004,0.9805,0.71174,1.01415,0.71086,0.86901,0.84441,0.56114,1.15067,0.71978,1.0777,4.10006e-05,4.10006e-05,4.10006e-05
120,387.848,0.97819,0.71738,1.01537,0.76449,0.80247,0.83324,0.56616,1.15862,0.72322,1.0836,4.05006e-05,4.05006e-05,4.05006e-05
121,390.773,1.0065,0.72461,1.01863,0.78584,0.81882,0.84899,0.5731,1.1628,0.72396,1.08676,4.00006e-05,4.00006e-05,4.00006e-05
122,393.706,1.00603,0.75536,1.03251,0.78115,0.81623,0.85454,0.56628,1.16482,0.72535,1.08681,3.95006e-05,3.95006e-05,3.95006e-05
123,397.557,0.9898,0.69716,0.99987,0.7907,0.78732,0.85635,0.56643,1.16184,0.72676,1.08653,3.90006e-05,3.90006e-05,3.90006e-05
124,400.701,1.08382,0.75132,1.02119,0.79538,0.81585,0.85916,0.55907,1.16267,0.73157,1.08199,3.85006e-05,3.85006e-05,3.85006e-05
125,403.595,0.96683,0.68523,0.98638,0.79326,0.81585,0.85682,0.55664,1.15836,0.73236,1.07917,3.80006e-05,3.80006e-05,3.80006e-05
126,406.436,0.95648,0.72484,1.00079,0.81604,0.7838,0.85665,0.55872,1.15501,0.73341,1.07902,3.75006e-05,3.75006e-05,3.75006e-05
127,410.896,1.08176,0.7755,1.01716,0.8086,0.77882,0.85678,0.56458,1.14862,0.73661,1.07878,3.70006e-05,3.70006e-05,3.70006e-05
128,414.107,1.03572,0.77841,1.03267,0.81106,0.77676,0.86769,0.57909,1.14757,0.73948,1.08101,3.65006e-05,3.65006e-05,3.65006e-05
129,419.663,0.98123,0.68828,1.0181,0.81787,0.77881,0.86501,0.58159,1.15419,0.73838,1.08708,3.60006e-05,3.60006e-05,3.60006e-05
130,425.361,1.00555,0.71422,1.00902,0.81656,0.78331,0.8666,0.57802,1.15587,0.7364,1.08657,3.55006e-05,3.55006e-05,3.55006e-05
131,431.49,1.00828,0.71287,1.00877,0.79549,0.78515,0.86681,0.5751,1.15515,0.73472,1.08232,3.50007e-05,3.50007e-05,3.50007e-05
132,436.285,0.9745,0.69727,1.00457,0.81161,0.79029,0.85757,0.56218,1.15725,0.73062,1.07996,3.45007e-05,3.45007e-05,3.45007e-05
133,442.268,1.04918,0.7664,1.02146,0.72162,0.84791,0.84058,0.55042,1.15946,0.72939,1.07938,3.40007e-05,3.40007e-05,3.40007e-05
134,447.852,0.95471,0.70282,1.00158,0.7118,0.85493,0.84442,0.55755,1.15982,0.72252,1.07764,3.35007e-05,3.35007e-05,3.35007e-05
135,452.985,0.99858,0.72809,1.00295,0.72393,0.84886,0.83777,0.55856,1.16028,0.72537,1.07901,3.30007e-05,3.30007e-05,3.30007e-05
136,458.333,0.95913,0.6943,1.00559,0.73132,0.85493,0.83756,0.55883,1.15511,0.72346,1.07712,3.25007e-05,3.25007e-05,3.25007e-05
137,464.042,0.98725,0.73273,1.00656,0.75034,0.85349,0.83605,0.5591,1.15274,0.72141,1.07525,3.20007e-05,3.20007e-05,3.20007e-05
138,469.27,0.93715,0.71209,1.00629,0.7528,0.83867,0.84093,0.55917,1.15027,0.71921,1.07636,3.15007e-05,3.15007e-05,3.15007e-05
139,475.278,0.98842,0.72794,1.01498,0.77224,0.80676,0.84324,0.56448,1.1532,0.72092,1.08206,3.10007e-05,3.10007e-05,3.10007e-05
140,480.961,1.0139,0.75742,1.01487,0.79525,0.79085,0.843,0.55861,1.16285,0.72731,1.08904,3.05007e-05,3.05007e-05,3.05007e-05
141,486.675,1.01512,0.74659,1.00468,0.80332,0.78821,0.85058,0.56325,1.16794,0.73262,1.09147,3.00007e-05,3.00007e-05,3.00007e-05
142,492.375,0.95075,0.69679,0.99098,0.81765,0.78732,0.8474,0.56305,1.16184,0.72786,1.08522,2.95007e-05,2.95007e-05,2.95007e-05
143,495.617,0.93597,0.69823,1.01312,0.817,0.78732,0.85042,0.56895,1.15379,0.72718,1.07734,2.90007e-05,2.90007e-05,2.90007e-05
144,498.626,0.99264,0.7151,1.02936,0.79195,0.81585,0.84382,0.55824,1.1512,0.73463,1.07499,2.85007e-05,2.85007e-05,2.85007e-05
145,501.48,1.02598,0.7263,1.02337,0.79372,0.81439,0.84469,0.55706,1.15479,0.73452,1.07615,2.80007e-05,2.80007e-05,2.80007e-05
146,504.721,0.95853,0.69963,1.00352,0.78926,0.81967,0.85049,0.56565,1.15127,0.72987,1.07519,2.75007e-05,2.75007e-05,2.75007e-05
147,508.397,0.98354,0.71758,0.99984,0.79621,0.7964,0.85573,0.57337,1.1552,0.72777,1.07967,2.70007e-05,2.70007e-05,2.70007e-05
148,511.561,1.04353,0.74636,1.01625,0.81497,0.8096,0.86452,0.57005,1.16311,0.72631,1.08614,2.65007e-05,2.65007e-05,2.65007e-05
149,514.433,0.97708,0.68146,0.99582,0.79717,0.82289,0.85849,0.5679,1.17029,0.72144,1.09167,2.60007e-05,2.60007e-05,2.60007e-05
150,517.739,1.04743,0.75385,1.01768,0.77501,0.82641,0.86199,0.57686,1.17209,0.71782,1.0915,2.55007e-05,2.55007e-05,2.55007e-05
151,521.342,1.01209,0.71307,1.00288,0.75376,0.83116,0.85808,0.57427,1.1681,0.71425,1.08705,2.50007e-05,2.50007e-05,2.50007e-05
152,524.348,0.97035,0.70134,0.98512,0.75854,0.83272,0.8685,0.58005,1.16191,0.71243,1.08078,2.45008e-05,2.45008e-05,2.45008e-05
153,527.225,0.98554,0.69777,1.00965,0.74583,0.83886,0.86819,0.58159,1.15679,0.71504,1.07601,2.40008e-05,2.40008e-05,2.40008e-05
154,530.183,0.99348,0.74163,1.02014,0.74802,0.8373,0.86782,0.57796,1.15057,0.71664,1.07319,2.35008e-05,2.35008e-05,2.35008e-05
155,535.079,0.96226,0.69865,1.01272,0.75274,0.83444,0.86885,0.57577,1.1495,0.71969,1.07169,2.30008e-05,2.30008e-05,2.30008e-05
156,537.968,0.93892,0.66655,0.99777,0.75592,0.85492,0.8673,0.57883,1.15078,0.72015,1.0732,2.25008e-05,2.25008e-05,2.25008e-05
157,540.919,0.97061,0.73535,1.02061,0.78905,0.79789,0.86719,0.58085,1.15471,0.72415,1.07604,2.20008e-05,2.20008e-05,2.20008e-05
158,544.425,0.97082,0.66426,0.99522,0.80951,0.80805,0.86892,0.58156,1.15993,0.72718,1.08009,2.15008e-05,2.15008e-05,2.15008e-05
159,549.1,1.00561,0.72174,1.02468,0.81245,0.81127,0.87043,0.58184,1.16317,0.72808,1.08257,2.10008e-05,2.10008e-05,2.10008e-05
160,551.987,0.96761,0.70356,0.98562,0.81617,0.81339,0.87115,0.57954,1.16665,0.72917,1.08422,2.05008e-05,2.05008e-05,2.05008e-05
161,554.95,0.94927,0.70477,1.001,0.82254,0.8112,0.86589,0.57437,1.16766,0.72545,1.08524,2.00008e-05,2.00008e-05,2.00008e-05
162,557.804,0.95291,0.67714,0.99541,0.81139,0.81937,0.8588,0.5684,1.1678,0.72441,1.08324,1.95008e-05,1.95008e-05,1.95008e-05
163,562.099,0.96603,0.70754,0.9915,0.81107,0.81937,0.85493,0.56289,1.16519,0.72478,1.08127,1.90008e-05,1.90008e-05,1.90008e-05
164,565.761,0.96389,0.71172,1.01659,0.80582,0.81937,0.85025,0.55756,1.16123,0.72372,1.08059,1.85008e-05,1.85008e-05,1.85008e-05
165,568.652,0.99331,0.74467,1.02475,0.79168,0.81937,0.85365,0.55921,1.15886,0.72249,1.07987,1.80008e-05,1.80008e-05,1.80008e-05
166,571.514,0.96243,0.68486,1.01212,0.77622,0.82993,0.85568,0.55965,1.15778,0.72238,1.08009,1.75008e-05,1.75008e-05,1.75008e-05
167,574.961,0.91346,0.65499,0.99181,0.77569,0.841,0.85686,0.55872,1.15702,0.72108,1.07917,1.70008e-05,1.70008e-05,1.70008e-05
168,579.874,0.95486,0.70611,1.02999,0.76874,0.84202,0.85473,0.55881,1.15677,0.72319,1.07968,1.65008e-05,1.65008e-05,1.65008e-05
169,582.681,0.97414,0.68794,0.99795,0.77308,0.82993,0.85698,0.56071,1.15544,0.72111,1.07787,1.60008e-05,1.60008e-05,1.60008e-05
170,585.682,1.00305,0.74641,1.00274,0.76919,0.83697,0.85944,0.56549,1.15646,0.71727,1.07952,1.55008e-05,1.55008e-05,1.55008e-05
171,589.087,1.01583,0.70393,0.99608,0.79201,0.82942,0.86419,0.5644,1.15983,0.71799,1.08141,1.50009e-05,1.50009e-05,1.50009e-05
172,593.725,0.93264,0.68921,1.00286,0.7663,0.83345,0.86318,0.56733,1.16289,0.71593,1.08274,1.45009e-05,1.45009e-05,1.45009e-05
173,596.661,1.00151,0.73113,1.01247,0.77997,0.82641,0.8606,0.56743,1.16491,0.71707,1.08378,1.40009e-05,1.40009e-05,1.40009e-05
174,599.475,0.96008,0.68891,1.00153,0.79631,0.80621,0.86103,0.56535,1.16675,0.71955,1.08429,1.35009e-05,1.35009e-05,1.35009e-05
175,602.343,0.97657,0.70155,1.0208,0.79839,0.82289,0.86113,0.56649,1.16784,0.71866,1.08346,1.30009e-05,1.30009e-05,1.30009e-05
176,606.535,0.91506,0.69891,0.99687,0.79764,0.79732,0.8585,0.55936,1.16706,0.72035,1.08408,1.25009e-05,1.25009e-05,1.25009e-05
177,611.526,0.98833,0.72305,1.01188,0.7878,0.82493,0.85948,0.5601,1.16544,0.71923,1.0839,1.20009e-05,1.20009e-05,1.20009e-05
178,614.589,0.91722,0.66079,0.98368,0.80505,0.81937,0.85848,0.56596,1.16478,0.71835,1.08402,1.15009e-05,1.15009e-05,1.15009e-05
179,617.466,0.97938,0.72265,1.02372,0.80232,0.81937,0.85964,0.57052,1.1646,0.7182,1.08443,1.10009e-05,1.10009e-05,1.10009e-05
180,621.365,0.97716,0.73411,0.99828,0.80136,0.81585,0.85706,0.56538,1.16546,0.72169,1.08566,1.05009e-05,1.05009e-05,1.05009e-05
181,626.252,0.95798,0.67512,0.99188,0.80581,0.81544,0.85537,0.56683,1.16623,0.7237,1.08608,1.00009e-05,1.00009e-05,1.00009e-05
182,629.044,0.97116,0.68679,1.0111,0.80853,0.81194,0.85625,0.56495,1.16929,0.72501,1.08767,9.5009e-06,9.5009e-06,9.5009e-06
183,631.879,0.89539,0.66292,0.98202,0.80771,0.81359,0.85736,0.56995,1.17013,0.72693,1.08767,9.00091e-06,9.00091e-06,9.00091e-06
184,634.673,0.91525,0.66794,0.97133,0.80557,0.81232,0.85725,0.57006,1.16809,0.72539,1.08716,8.50091e-06,8.50091e-06,8.50091e-06
185,640.107,0.94162,0.68452,1.01089,0.79381,0.81232,0.85644,0.5687,1.16871,0.72624,1.08795,8.00092e-06,8.00092e-06,8.00092e-06
186,644.882,0.96429,0.69675,0.9837,0.76815,0.81585,0.85278,0.56227,1.16745,0.72881,1.08684,7.50092e-06,7.50092e-06,7.50092e-06
187,647.759,0.91845,0.67568,0.99392,0.74735,0.85493,0.85249,0.56241,1.16728,0.72756,1.08692,7.00093e-06,7.00093e-06,7.00093e-06
188,650.613,0.9654,0.67226,0.99781,0.74878,0.82651,0.8492,0.55834,1.16881,0.72382,1.08696,6.50093e-06,6.50093e-06,6.50093e-06
189,654.64,0.89339,0.6432,0.98791,0.77428,0.8191,0.84943,0.56039,1.1677,0.72293,1.0863,6.00094e-06,6.00094e-06,6.00094e-06
190,660.285,0.95824,0.68657,0.98508,0.77694,0.80678,0.84938,0.55973,1.168,0.72301,1.08625,5.50095e-06,5.50095e-06,5.50095e-06
191,665.566,0.80996,0.61108,0.91602,0.73751,0.82993,0.84352,0.55276,1.16491,0.72701,1.08716,5.00095e-06,5.00095e-06,5.00095e-06
192,668.562,0.81946,0.62269,0.94234,0.75422,0.79306,0.82968,0.54523,1.16546,0.73121,1.08779,4.50096e-06,4.50096e-06,4.50096e-06
193,672.11,0.80877,0.60336,0.93048,0.7352,0.79789,0.82204,0.54119,1.16319,0.74002,1.08897,4.00096e-06,4.00096e-06,4.00096e-06
194,675.383,0.80527,0.59709,0.92667,0.73127,0.79789,0.81891,0.54102,1.16284,0.75069,1.08992,3.50097e-06,3.50097e-06,3.50097e-06
195,678.002,0.802,0.62141,0.93047,0.73548,0.79923,0.82032,0.53959,1.16385,0.75731,1.09171,3.00097e-06,3.00097e-06,3.00097e-06
196,680.675,0.81114,0.59882,0.93371,0.72098,0.77623,0.81874,0.53826,1.16446,0.76404,1.09299,2.50098e-06,2.50098e-06,2.50098e-06
197,686.721,0.79797,0.59294,0.92292,0.71884,0.77641,0.81396,0.53535,1.16488,0.76783,1.09324,2.00098e-06,2.00098e-06,2.00098e-06
198,689.401,0.84895,0.61806,0.92092,0.71864,0.78173,0.81497,0.53733,1.16661,0.7777,1.09534,1.50099e-06,1.50099e-06,1.50099e-06
199,692.149,0.82831,0.60308,0.93948,0.72542,0.78388,0.81581,0.53723,1.16812,0.78128,1.09667,1.00099e-06,1.00099e-06,1.00099e-06
200,694.824,0.82749,0.61053,0.92492,0.72017,0.7903,0.81638,0.537,1.1667,0.78165,1.0963,5.00995e-07,5.00995e-07,5.00995e-07
